'Start Hour','Start Minute','End Hour','End Minute','Start Station','End Station'
16,57,17,22,31634,31627
16,57,17,1,31629,31613
16,57,17,7,31220,31247
16,57,17,7,31627,31265
16,57,17,4,31101,31214
16,57,17,10,31221,31119
16,57,17,19,31262,31104
16,57,17,14,31257,31245
16,57,17,4,31251,31232
16,57,17,14,31213,31243
16,57,17,43,31712,31712
16,57,17,15,31283,31639
16,57,17,7,31243,31623
16,57,17,19,31225,31119
16,57,17,11,31213,31600
16,58,17,6,31051,31022
16,58,17,3,31623,31614
16,56,17,14,31288,31231
16,56,17,18,31200,31224
16,56,17,11,31627,31620
16,56,17,6,31214,31265
16,56,17,19,31240,31219
16,56,17,49,31634,31634
16,56,17,4,31279,31283
16,56,17,14,31288,31231
16,56,17,14,31288,31231
16,56,17,7,31258,31258
16,56,18,0,31274,31236
16,56,17,3,31613,31630
16,56,17,14,31288,31231
16,56,17,50,31634,31634
16,56,17,15,31247,31629
16,56,17,16,31247,31263
16,56,17,21,31239,31518
16,57,17,15,31258,31249
16,57,17,9,31225,31229
16,57,17,9,31284,31232
16,57,17,15,31258,31249
16,55,16,58,31266,31223
16,55,17,5,31229,31254
16,55,17,16,31233,31265
16,55,17,6,31269,31601
16,55,17,22,31278,31244
16,55,16,59,31003,31011
16,55,17,2,31264,31623
16,55,17,14,31011,31088
16,55,17,27,31261,31261
16,55,17,10,31241,31237
16,55,17,18,31243,31204
16,55,17,10,31284,31623
16,56,17,20,31230,31712
16,54,17,22,31234,31312
16,54,17,0,31251,31245
16,54,17,3,31219,31623
16,54,17,1,31101,31203
16,54,17,4,31601,31617
16,54,17,13,31290,31051
16,54,17,19,31240,31219
16,54,17,4,31033,31027
16,54,17,22,31234,31312
16,54,17,2,31243,31265
16,54,17,1,31279,31241
16,54,17,28,31261,31261
16,54,17,9,31234,31503
16,54,17,6,31257,31238
16,54,17,5,31638,31202
16,54,16,58,31211,31275
16,54,17,18,31108,31630
16,55,17,9,31220,31218
16,54,17,5,31251,31218
16,54,17,2,31269,31641
16,53,16,56,32042,32041
16,53,17,20,31287,31080
16,53,16,59,31200,31257
16,53,16,59,31244,31217
16,53,17,4,31637,31500
16,53,17,4,31078,31059
16,53,17,8,31253,31119
16,53,17,11,31220,31108
16,53,18,9,32048,32046
16,53,17,7,31641,31708
16,53,17,59,31271,31247
16,53,17,59,31271,31247
16,53,17,3,31073,31054
16,54,17,14,31627,31613
16,54,17,3,31258,31258
16,54,17,9,31633,31623
16,52,16,56,31614,31640
16,52,16,57,31038,31040
16,52,17,3,31228,31623
16,52,17,45,31270,31270
16,52,17,24,31249,31258
16,52,17,9,31617,31265
16,52,17,15,31637,31228
16,52,16,59,31101,31200
16,52,17,5,31230,31268
16,52,17,1,31251,31234
16,52,17,24,31249,31258
16,52,17,9,31623,31607
16,52,16,55,31275,31246
16,52,17,17,31284,31603
16,52,17,1,31633,31623
16,52,17,3,31258,31258
16,52,17,23,31249,31258
16,52,17,1,31279,31114
16,52,16,58,31227,31276
16,53,16,57,31613,31629
16,51,17,0,31276,31246
16,51,16,58,31272,31621
16,51,16,58,31272,31621
16,51,17,5,31272,31247
16,51,16,59,31212,31104
16,51,17,6,31301,31310
16,51,17,5,31272,31247
16,51,16,56,31607,31613
16,51,17,1,31505,31118
16,51,17,4,31014,31258
16,51,17,4,31213,31214
16,51,16,54,31241,31266
16,51,17,3,31218,31600
16,51,16,57,31309,31303
16,51,17,3,31231,31279
16,51,17,10,31283,31401
16,51,17,9,31223,31221
16,52,17,3,31601,31605
16,52,17,11,31634,31639
16,52,17,1,31250,31229
16,50,17,0,31506,31202
16,50,17,4,31263,31623
16,50,16,54,31017,31080
16,50,17,19,31227,31065
16,50,16,53,31303,31309
16,50,16,53,31042,31903
16,50,17,44,31288,31077
16,50,17,7,31215,31306
16,50,17,19,31209,31619
16,50,16,59,31200,31101
16,50,16,52,31214,31229
16,50,17,1,31246,31267
16,50,17,21,31503,31229
16,50,17,4,31114,31250
16,50,16,58,31408,32001
16,50,16,57,31019,31034
16,51,17,3,31119,31255
16,51,17,20,31612,31269
16,49,16,59,31257,31216
16,49,16,57,31629,31613
16,49,17,8,31264,31268
16,49,17,9,32014,32046
16,49,16,56,31231,31271
16,49,16,56,31212,31110
16,49,16,59,31634,31623
16,49,17,5,31217,31623
16,49,16,54,31627,31623
16,49,17,9,32014,32046
16,49,16,58,31231,31241
16,49,17,13,31217,31010
16,49,17,14,31200,31513
16,49,16,59,31277,31203
16,49,16,59,31114,31213
16,49,17,5,31217,31623
16,49,16,57,31621,31600
16,50,17,0,31244,31612
16,48,16,55,31205,31205
16,48,18,38,31288,31312
16,48,16,58,31121,31123
16,48,16,51,31098,31906
16,48,17,2,31230,31623
16,48,16,53,31308,31300
16,48,16,54,31221,31203
16,48,16,50,31618,31269
16,48,17,5,31220,31229
16,48,17,10,31233,31632
16,48,17,58,31271,31247
16,48,17,3,31238,31229
16,48,17,59,31271,31247
16,48,17,13,31275,31040
16,49,16,56,31271,31218
16,47,16,56,31627,31506
16,47,16,58,31274,31203
16,47,16,56,31242,31219
16,47,17,19,31805,31638
16,47,17,14,31215,31247
16,47,17,11,31233,31613
16,47,17,1,31258,31018
16,47,17,26,31269,31114
16,47,17,6,31627,31610
16,47,18,38,31288,31312
16,47,16,51,31628,31625
16,47,17,44,31248,31289
16,47,17,0,31244,31623
16,46,16,59,31101,31212
16,46,16,52,31400,31602
16,46,16,58,31264,31605
16,46,16,56,31203,31519
16,46,16,50,31200,31201
16,46,16,55,31272,31209
16,46,16,57,31220,31285
16,46,16,50,31205,31237
16,46,17,12,31203,31500
16,46,16,51,31276,31223
16,46,16,53,31627,31512
16,46,16,51,31254,31213
16,46,17,0,31623,31607
16,46,16,56,31283,31253
16,46,16,52,31014,31080
16,46,17,5,31219,31613
16,46,17,4,31261,31257
16,46,17,16,31288,31247
16,46,16,54,31255,31213
16,46,16,59,31274,31638
16,47,17,4,31261,31257
16,47,16,54,31232,31281
16,45,16,51,31618,31615
16,45,17,16,31288,31247
16,45,16,50,31022,31024
16,45,17,14,31215,31247
16,45,16,59,31040,31258
16,45,18,6,31249,31247
16,45,16,57,31227,31249
16,45,16,53,31400,31405
16,45,16,58,31634,31641
16,45,17,3,31289,31258
16,45,17,4,31276,31623
16,46,18,36,31242,31237
16,44,17,10,31302,31241
16,44,16,50,31100,31216
16,44,16,50,31613,31628
16,44,18,6,31249,31247
16,44,17,9,31263,31014
16,44,18,16,31507,31400
16,44,17,12,31217,31285
16,44,16,57,31242,31263
16,44,16,58,31222,31265
16,44,16,48,31623,31631
16,44,17,9,31239,31108
16,44,17,1,31290,31258
16,44,19,6,31248,31274
16,44,16,51,31030,31023
16,44,16,47,31305,31307
16,44,16,58,31231,31641
16,44,19,6,31248,31274
16,44,16,59,31312,31250
16,44,16,53,31231,31266
16,44,16,48,31616,31627
16,44,17,5,31290,31627
16,45,17,3,31289,31258
16,43,17,8,31205,31108
16,43,17,2,31212,31015
16,43,16,56,31258,31256
16,43,16,52,31239,31101
16,43,17,4,31276,31080
16,43,17,3,31290,31258
16,43,16,57,31012,31910
16,43,17,13,31604,31214
16,43,16,48,31623,31614
16,43,16,53,31612,31610
16,43,16,46,31641,31639
16,43,17,18,31288,31247
16,44,16,52,31231,31233
16,44,17,14,31215,31247
16,44,17,4,31405,31268
16,44,16,50,31214,31101
16,42,17,5,31248,31215
16,42,16,50,31603,31245
16,42,17,2,31287,31220
16,42,16,48,31600,31637
16,42,17,1,31100,31014
16,42,17,18,31288,31247
16,42,16,52,31107,31200
16,42,17,10,32014,31114
16,42,17,5,31618,31703
16,42,16,56,31221,31265
16,42,16,49,31630,31618
16,42,16,49,31241,31268
16,42,17,19,31002,31209
16,42,16,55,31218,31637
16,42,17,1,31290,31258
16,42,16,49,31114,31233
16,42,16,57,32003,31315
16,42,16,47,31615,31623
16,42,16,48,31200,31116
16,42,16,51,31219,31623
16,43,17,18,31250,31023
16,41,16,44,31264,31271
16,41,16,56,31312,31266
16,41,16,51,31263,31247
16,41,17,15,31284,31222
16,41,16,43,31250,31221
16,41,17,1,31637,31209
16,41,17,5,31248,31215
16,41,16,46,31104,31117
16,41,17,1,31637,31209
16,41,16,51,31232,31272
16,41,16,55,31639,31712
16,41,16,56,31213,31281
16,41,16,48,31243,31623
16,41,17,7,31507,31403
16,41,17,7,31007,31260
16,41,16,58,31615,31243
16,41,20,43,31247,31257
16,41,16,44,31240,31258
16,41,17,15,31284,31222
16,41,16,54,31200,31236
16,41,16,57,31217,31639
16,42,16,56,31627,31504
16,41,16,55,31406,31104
16,41,17,0,31310,31121
16,42,16,49,31266,31214
16,40,17,4,31038,31059
16,40,16,49,31600,31627
16,40,16,43,31005,31004
16,40,17,10,31231,31107
16,40,16,49,31268,31110
16,40,16,46,31250,31278
16,40,16,46,31618,31623
16,40,17,15,31249,31258
16,40,17,15,31249,31258
16,40,17,16,31215,31209
16,40,17,15,31249,31258
16,41,16,54,31255,31203
16,39,16,58,31605,31209
16,39,16,56,31252,31270
16,39,16,52,31219,31247
16,39,16,48,31201,31509
16,39,17,1,31224,31512
16,39,16,45,31283,31268
16,39,16,45,31218,31271
16,39,17,4,31203,31402
16,39,16,53,31289,31277
16,39,16,44,31277,31257
16,39,16,44,31221,31279
16,39,16,51,31114,31123
16,39,17,8,31258,31230
16,39,16,50,31267,31117
16,39,16,42,31016,31031
16,39,17,8,31258,31230
16,40,16,52,31627,31618
16,38,16,41,31213,31224
16,38,16,50,31284,31249
16,38,16,48,31805,31626
16,38,16,48,31242,31231
16,38,16,51,31249,31240
16,38,17,2,31633,31615
16,38,16,47,31022,31037
16,38,16,45,31118,31201
16,38,16,54,31212,31121
16,38,17,9,31114,31638
16,38,16,50,31277,31278
16,38,16,45,31233,31250
16,38,16,49,31633,31623
16,38,16,44,31218,31108
16,38,17,13,31519,31258
16,38,16,55,31290,31258
16,38,18,24,31014,31014
16,38,16,51,31407,31122
16,38,16,52,31279,31274
16,37,16,57,31238,31103
16,37,16,56,31233,31245
16,37,16,53,31283,31641
16,37,16,42,31200,31255
16,37,16,50,31260,31266
16,37,16,48,31237,31259
16,37,16,53,31231,31260
16,37,16,51,31253,31312
16,37,16,53,31244,31270
16,37,17,10,31247,31246
16,37,16,41,31237,31250
16,37,16,41,31116,31214
16,38,16,58,31236,31223
16,38,16,45,31260,31233
16,38,16,51,31613,31639
16,38,16,42,31017,31022
16,38,16,50,31249,31240
16,38,16,49,31634,31610
16,36,16,38,31035,31039
16,36,17,4,31109,31619
16,36,16,40,31047,31083
16,36,16,49,31247,31283
16,36,16,45,31608,31623
16,36,16,49,31253,31114
16,36,16,48,31276,31275
16,36,16,41,31118,31109
16,36,16,48,31212,31222
16,36,16,48,31214,31200
16,36,17,13,31272,31231
16,36,16,43,31047,31085
16,37,17,19,31050,31628
16,35,16,45,31103,31214
16,35,16,48,31211,31253
16,35,16,46,31627,31269
16,35,17,3,31247,31271
16,35,16,57,31261,31623
16,35,16,40,31260,31246
16,35,16,46,31628,31244
16,35,17,1,31247,31271
16,35,16,40,31623,31631
16,35,16,50,31217,31623
16,36,16,52,31217,31503
16,36,16,49,31247,31283
16,34,17,41,31247,31214
16,34,16,48,31258,31014
16,34,17,3,31247,31271
16,34,16,36,31611,31617
16,34,16,44,31217,31641
16,34,17,41,31247,31214
16,34,16,48,31279,31600
16,34,16,46,31200,31231
16,34,16,39,31629,31613
16,34,16,41,31109,31241
16,34,16,47,31255,31202
16,34,17,3,31247,31271
16,34,16,38,32035,32012
16,34,16,55,31608,31627
16,34,16,48,31284,31243
16,34,16,45,31265,31214
16,35,16,43,31288,31623
16,35,16,44,31627,31600
16,35,16,37,31200,31214
16,33,16,44,31233,31637
16,33,16,39,31203,31216
16,33,16,45,31037,31074
16,33,16,41,31623,31622
16,33,16,36,31230,31222
16,33,16,48,31634,31623
16,33,16,35,31103,31123
16,33,17,3,31279,31508
16,33,16,54,31217,31503
16,33,16,37,31252,31213
16,33,16,39,31229,31101
16,33,16,39,31201,31110
16,33,16,50,31289,31089
16,33,16,52,31613,31636
16,33,16,44,31623,31622
16,33,16,44,31022,31035
16,32,16,49,31203,31514
16,32,16,42,31243,31639
16,32,16,57,31630,31637
16,32,16,37,31089,31022
16,32,16,44,31220,31218
16,32,16,40,31108,31218
16,32,16,39,31403,31404
16,32,16,52,31635,31274
16,32,16,40,31114,31205
16,32,16,35,31229,31278
16,32,16,40,31265,31262
16,31,16,39,31261,31248
16,31,16,50,31253,31623
16,31,16,37,31109,31201
16,31,16,57,31078,31225
16,31,16,40,31262,31623
16,31,16,44,31250,31200
16,31,16,47,31272,31258
16,31,16,49,31234,31234
16,31,16,41,31271,31628
16,31,16,39,31623,31600
16,31,16,37,31119,31241
16,31,16,51,31224,31115
16,31,16,35,31255,31275
16,31,16,40,31265,31218
16,31,16,33,31101,31119
16,31,16,40,31606,31628
16,31,16,44,31637,31269
16,31,16,40,31205,31213
16,32,16,51,31640,31516
16,30,16,39,31634,31623
16,30,16,32,31223,31266
16,30,16,54,31508,31266
16,30,16,35,31272,31218
16,30,16,34,31623,31616
16,30,16,45,31274,31611
16,30,16,50,31218,31215
16,30,16,39,31620,31503
16,30,16,38,31047,31087
16,30,16,54,31229,31265
16,30,16,56,31505,31108
16,31,16,44,31217,31641
16,31,16,50,31279,31312
16,31,16,37,31266,31231
16,29,16,35,31266,31266
16,29,16,51,31089,31054
16,29,16,45,31222,31121
16,29,16,36,31010,31910
16,29,17,2,31289,31247
16,29,16,44,31238,31117
16,29,16,39,31113,31241
16,29,16,43,31508,31245
16,29,17,2,31289,31247
16,29,16,34,31200,31255
16,29,16,51,31274,31257
16,29,16,48,31404,31230
16,29,16,46,31609,31230
16,30,16,39,31102,31200
16,28,16,50,31276,31611
16,28,16,32,31047,31083
16,28,16,38,31241,31224
16,28,16,37,31108,31271
16,28,17,47,31623,31281
16,28,16,38,31260,31014
16,28,16,34,31017,31014
16,28,16,40,31279,31229
16,28,16,33,31106,31229
16,28,16,37,31616,31505
16,28,16,36,31641,31610
16,28,16,43,31007,31088
16,29,16,48,31213,31400
16,29,16,40,31218,31628
16,27,16,41,31271,31271
16,27,16,43,31249,31634
16,27,16,33,31271,31218
16,27,16,41,31271,31271
16,27,16,53,31057,31060
16,27,16,41,31406,31406
16,27,16,42,31267,31279
16,27,18,35,31217,31217
16,27,16,36,31231,31263
16,28,16,38,31254,31111
16,26,16,37,31247,31249
16,26,16,29,31203,31267
16,26,16,41,31227,31237
16,26,16,52,31303,31285
16,26,16,32,31201,31116
16,26,16,56,31283,31626
16,26,16,31,31310,31300
16,25,16,29,31512,31508
16,25,16,47,31222,31622
16,25,16,38,31247,31249
16,25,16,35,31639,31505
16,25,16,46,31400,31238
16,24,16,41,31600,31622
16,24,16,29,31229,31200
16,24,16,47,31217,31640
16,24,16,34,31623,31614
16,24,17,1,31258,31258
16,24,17,20,31242,31000
16,24,16,40,31289,31288
16,24,17,1,31258,31258
16,24,16,37,31247,31249
16,23,16,36,31638,31616
16,23,16,26,31503,31245
16,23,16,37,31231,31271
16,23,16,27,31236,31312
16,23,16,31,31260,31212
16,23,16,31,31265,31636
16,23,16,43,31219,31051
16,23,16,33,31623,31231
16,23,16,31,31265,31636
16,23,16,37,31231,31271
16,23,16,27,31120,31109
16,23,16,28,31283,31265
16,23,16,34,31200,31275
16,22,16,38,31276,31505
16,22,16,28,31223,31203
16,22,16,38,31284,31628
16,22,16,32,31233,31228
16,22,16,31,31227,31253
16,22,16,31,31220,31233
16,22,16,27,31607,31619
16,22,16,29,31221,31227
16,22,16,45,31258,31249
16,22,16,37,31260,31110
16,22,16,35,31628,31108
16,22,16,41,31257,31014
16,22,16,32,31312,31215
16,21,16,25,31623,31612
16,21,16,40,31910,31009
16,21,16,27,31039,31038
16,21,16,29,31251,31101
16,21,17,17,31219,31047
16,21,16,25,31627,31616
16,21,16,37,31270,31509
16,21,16,32,31276,31519
16,21,16,39,31910,31009
16,21,16,28,31623,31629
16,21,16,31,31638,31238
16,21,16,25,31603,31505
16,21,16,30,31600,31623
16,21,16,38,31217,31625
16,21,16,39,31238,31623
16,21,16,30,31231,31218
16,22,16,26,31121,31113
16,22,16,28,31002,31010
16,20,19,28,31212,31101
16,20,16,43,31634,31627
16,20,16,45,31217,31002
16,20,16,38,31506,31216
16,20,16,30,31231,31206
16,20,16,28,31206,31247
16,20,17,33,31258,31248
16,20,16,29,31233,31267
16,20,17,32,31258,31248
16,20,16,39,31089,31054
16,20,16,45,31232,31272
16,19,16,27,31218,31265
16,19,16,29,31271,31222
16,19,16,24,31019,31030
16,19,16,25,31231,31283
16,19,16,56,31216,31216
16,19,16,29,31272,31623
16,19,16,22,31098,31045
16,19,16,33,31233,31258
16,19,16,21,31290,31290
16,19,16,40,31620,31626
16,19,16,32,31069,31089
16,19,17,5,31289,31238
16,19,17,6,31289,31238
16,19,16,40,31227,31518
16,19,16,45,31517,31629
16,20,16,25,31277,31257
16,20,16,30,31257,31222
16,18,16,23,31089,31014
16,18,20,11,31503,31613
16,18,17,32,31258,31248
16,18,16,25,31108,31218
16,18,17,32,31258,31248
16,18,16,32,31277,31623
16,18,16,20,31290,31290
16,18,16,24,31022,31030
16,18,16,30,31101,31232
16,18,16,28,31120,31203
16,18,16,52,31635,31111
16,18,16,20,31290,31290
16,18,16,25,31633,31620
16,19,16,27,31613,31630
16,17,16,41,31242,31505
16,17,16,36,31289,31289
16,17,16,30,31243,31637
16,17,16,43,31289,31258
16,17,16,37,31014,31021
16,17,17,55,31247,31110
16,17,17,5,31247,31289
16,17,16,41,31014,31036
16,17,16,48,31221,31501
16,17,17,27,31290,31247
16,18,16,39,31276,31618
16,18,16,30,31215,31200
16,18,16,28,31084,31913
16,18,16,47,31244,31244
16,16,17,13,31247,31222
16,16,16,47,31623,31101
16,16,16,22,31271,31230
16,16,16,47,31623,31101
16,16,16,43,31238,31215
16,16,16,24,31101,31257
16,16,16,20,31279,31257
16,16,16,35,31230,31606
16,16,16,57,31258,31228
16,16,17,27,31290,31247
16,15,16,33,31618,31289
16,15,16,53,31258,31274
16,15,16,35,31641,31261
16,15,16,24,31219,31637
16,15,16,40,31257,31625
16,15,16,32,31115,31118
16,15,16,19,31628,31605
16,15,16,53,31258,31274
16,15,16,27,31238,31205
16,15,17,26,31290,31247
16,15,16,32,31641,31261
16,15,16,28,31123,31109
16,15,17,47,31100,31100
16,16,16,27,31620,31249
16,14,16,24,31635,31610
16,14,16,36,31212,31318
16,14,16,41,32053,31310
16,14,16,20,31253,31212
16,14,16,20,32036,32050
16,14,16,56,31234,31110
16,14,16,29,31212,31229
16,14,16,35,31204,31268
16,14,16,22,31254,31203
16,14,16,23,31611,31623
16,14,16,52,31258,31274
16,14,16,20,31121,31113
16,15,16,19,31246,31255
16,15,16,26,31517,31508
16,13,16,39,31241,31637
16,13,16,18,31022,31065
16,13,16,17,31637,31271
16,13,16,36,31254,31634
16,13,16,24,31200,31257
16,13,16,39,31289,31288
16,13,16,19,31202,31111
16,13,16,38,31200,31305
16,13,16,41,31289,31617
16,13,16,27,31603,31614
16,13,16,22,31618,31622
16,14,16,34,31600,31275
16,14,16,29,31247,31608
16,14,16,17,31264,31265
16,12,16,24,31110,31203
16,12,16,32,31258,31290
16,12,16,39,31628,31203
16,12,16,21,31274,31111
16,12,16,34,31600,31312
16,12,16,22,31202,31207
16,12,16,41,31264,31305
16,12,16,28,31239,31260
16,12,16,39,31289,31288
16,12,16,39,31289,31288
16,12,16,27,31261,31248
16,12,16,34,31042,31042
16,12,16,16,31605,31628
16,12,16,25,31633,31623
16,11,16,22,31243,31623
16,11,16,43,31247,31277
16,11,16,21,31243,31273
16,11,16,43,31247,31277
16,11,16,16,31281,31227
16,11,16,46,31240,31205
16,11,16,23,32053,32008
16,11,16,34,31229,31627
16,12,16,20,31213,31204
16,12,16,19,31206,31227
16,10,16,23,31015,31289
16,10,16,19,31101,31104
16,10,16,46,31312,31231
16,10,16,46,31312,31231
16,10,16,16,31098,31099
16,10,16,20,31213,31109
16,10,16,15,31221,31283
16,10,16,18,31243,31623
16,10,16,26,31205,31265
16,10,16,17,31234,31203
16,10,16,22,31505,31639
16,10,21,27,31271,31623
16,10,16,46,31312,31231
16,11,16,21,31241,31270
16,9,16,19,31255,31255
16,9,18,41,31100,31212
16,9,16,56,31042,31077
16,9,16,45,31240,31205
16,9,16,20,31272,31639
16,9,16,34,31285,31258
16,9,16,15,31264,31218
16,9,17,48,31100,31100
16,9,16,20,31266,31102
16,9,16,34,31227,31236
16,9,16,14,31286,31268
16,9,16,31,31631,31262
16,9,16,14,31007,31008
16,10,16,20,31614,31640
16,8,16,17,31623,31632
16,8,16,22,31635,31639
16,8,16,25,31271,31512
16,8,16,27,31519,31634
16,8,16,23,31213,31213
16,8,16,23,31221,31116
16,8,16,20,31639,31503
16,8,16,24,31001,31057
16,8,16,28,31237,31203
16,8,16,15,31231,31620
16,8,16,24,31637,31263
16,9,16,34,31285,31258
16,9,16,32,31279,31506
16,9,16,21,31286,31119
16,7,16,34,31623,31700
16,7,16,24,31637,31263
16,7,16,16,31638,31262
16,7,16,38,31222,31290
16,7,16,20,31045,31910
16,7,16,16,31603,31600
16,7,16,10,31097,31047
16,7,16,10,31623,31631
16,7,16,24,31637,31263
16,7,16,19,31603,31611
16,7,16,27,32002,32053
16,7,16,17,31250,31225
16,7,16,23,31213,31213
16,7,16,32,31247,31015
16,6,16,33,31277,31625
16,6,16,23,31258,31247
16,6,16,15,31107,31115
16,6,16,23,31258,31247
16,6,16,38,31222,31290
16,6,16,13,31213,31242
16,6,16,11,31206,31257
16,6,16,10,31104,31103
16,6,16,21,31254,31243
16,6,16,25,31209,31627
16,6,16,19,31045,31910
16,6,16,25,31209,31627
16,6,17,21,31247,31258
16,6,16,38,31222,31290
16,6,16,16,31230,31281
16,7,16,24,31637,31263
16,5,16,8,31279,31257
16,5,16,23,31258,31247
16,5,16,7,31230,31222
16,5,16,41,31288,31248
16,5,16,17,31260,31218
16,5,16,14,31247,31249
16,5,16,30,31002,31041
16,5,16,20,31249,31002
16,5,16,13,31247,31249
16,5,16,18,31247,31265
16,5,16,51,31271,31247
16,5,16,51,31271,31247
16,5,16,18,31247,31265
16,6,16,13,31236,31014
16,5,16,14,31101,31263
16,5,16,20,31242,31268
16,5,16,21,31222,31615
16,6,16,23,31219,31207
16,6,16,17,31257,31229
16,4,16,14,31042,31047
16,4,16,9,31613,31619
16,4,16,9,31021,31029
16,4,16,21,31222,31641
16,4,16,12,31213,31230
16,4,16,9,31089,31014
16,4,16,8,31281,31109
16,4,16,17,31103,31257
16,4,16,17,31078,31039
16,4,16,13,31262,31637
16,4,16,9,31257,31285
16,4,16,23,31258,31247
16,4,16,10,31509,31202
16,5,16,15,31279,31218
16,5,16,24,31208,31623
16,5,16,40,31288,31248
16,3,16,6,31603,31639
16,3,16,14,31116,31207
16,3,16,8,31408,32026
16,3,16,12,31231,31220
16,3,16,18,31909,31912
16,3,16,18,31214,31263
16,3,16,48,31234,31049
16,3,16,7,31121,31113
16,3,16,13,31217,31641
16,3,16,19,31254,31113
16,3,16,18,31119,31213
16,3,16,14,31634,31802
16,2,16,11,31205,31237
16,2,16,19,31208,31627
16,2,17,22,31247,31258
16,2,16,13,31238,31257
16,2,16,16,31277,31289
16,2,16,31,31233,31232
16,2,17,22,31247,31258
16,2,16,10,31239,31116
16,2,16,7,31044,31098
16,2,16,7,31030,31022
16,2,16,15,31255,31101
16,2,16,13,31234,31112
16,1,16,9,31283,31268
16,1,16,16,31609,31606
16,1,16,32,31237,31401
16,1,16,13,31208,31623
16,1,16,20,31271,31254
16,1,16,16,31616,31238
16,1,16,22,31635,31600
16,1,16,17,31266,31221
16,1,16,9,31256,31641
16,1,16,27,31034,31249
16,1,16,15,31200,31225
16,1,16,9,31232,31277
16,1,16,7,31604,31623
16,1,16,18,31029,31033
16,1,16,15,31200,31225
16,2,16,14,31119,31213
16,0,16,5,31616,31612
16,0,16,20,31277,31219
16,0,16,20,31277,31219
16,0,16,18,31224,31122
16,0,16,2,31909,31909
16,0,16,12,31283,31123
16,0,16,22,31243,31263
16,0,16,11,31237,31312
16,0,16,22,31243,31263
16,0,16,20,31271,31254
15,59,16,15,31248,31249
15,59,16,15,31623,31206
15,59,16,24,31301,31265
15,59,16,33,31305,31200
15,59,16,16,31276,31272
15,59,16,3,31101,31202
15,59,16,7,31621,31616
15,59,16,15,31248,31249
15,59,16,20,31247,31014
15,59,16,4,31119,31109
15,59,16,6,31222,31265
15,59,16,8,31603,31615
15,59,16,57,31258,31302
15,58,16,8,31270,31623
15,58,16,19,31200,31112
15,58,16,4,31625,31209
15,58,16,19,31200,31112
15,58,16,17,31238,31289
15,58,16,2,31635,31628
15,58,16,27,31316,32034
15,58,16,6,31637,31274
15,58,16,17,31258,31290
15,58,16,20,31200,31112
15,58,16,17,31258,31290
15,58,16,3,31221,31203
15,58,16,15,31248,31249
15,59,16,7,31278,31103
15,57,16,12,31239,31225
15,57,16,22,31100,31237
15,57,16,1,31201,31229
15,57,16,34,31100,31234
15,57,16,17,31258,31290
15,57,16,16,31603,31218
15,57,15,59,31084,31081
15,57,16,2,31267,31267
15,57,16,37,31219,31258
15,57,16,0,31222,31222
15,57,16,2,31110,31200
15,58,16,10,31275,31203
15,56,16,5,31633,31249
15,56,16,2,31213,31266
15,56,16,5,31233,31229
15,56,16,5,31601,31613
15,56,16,12,31611,31274
15,56,17,47,31288,31517
15,57,16,12,31603,31109
15,57,16,7,31256,31637
15,57,16,4,31260,31221
15,55,16,4,31227,31250
15,55,16,3,31249,31108
15,55,16,8,31252,31633
15,55,16,11,31507,31637
15,55,16,5,31602,31114
15,55,16,14,31615,31276
15,55,15,58,31006,31005
15,55,15,59,31279,31213
15,54,16,15,31620,31640
15,54,16,4,31217,31639
15,54,16,1,31286,31254
15,54,16,4,31042,31047
15,54,16,7,31244,31639
15,54,15,59,31101,31214
15,54,16,10,31279,31202
15,54,16,1,31286,31254
15,54,16,0,31258,31258
15,55,16,10,31101,31237
15,53,15,56,31623,31616
15,53,16,12,31305,31302
15,53,15,58,31216,31203
15,53,16,17,31233,31609
15,53,16,5,31113,31203
15,53,16,18,31217,31239
15,53,16,8,31507,31214
15,53,16,16,31290,31619
15,53,16,11,31305,31302
15,53,16,4,31290,31288
15,53,15,58,31233,31212
15,53,16,4,31290,31288
15,53,16,15,31247,31289
15,53,16,15,31620,31640
15,53,15,59,31912,31909
15,52,15,57,31306,31226
15,52,15,57,31228,31238
15,52,16,1,31271,31247
15,52,16,15,31247,31289
15,52,16,0,31605,31209
15,52,15,54,31213,31276
15,52,16,4,31033,31016
15,52,16,12,31305,31302
15,52,16,14,31240,31312
15,52,16,7,31209,31641
15,52,15,56,31204,31261
15,51,15,57,31119,31201
15,51,15,52,31633,31218
15,51,16,5,31231,31258
15,51,15,57,31267,31242
15,51,15,58,31269,31631
15,51,15,55,31089,31050
15,51,15,58,31240,31258
15,51,15,56,31222,31262
15,51,16,17,31220,31261
15,51,16,16,31200,31404
15,51,16,4,31287,31639
15,51,16,8,31274,31220
15,51,15,58,31240,31258
15,51,16,4,31217,31641
15,51,16,15,31247,31289
15,51,16,6,31290,31289
15,50,16,0,31244,31623
15,50,16,45,31225,31270
15,50,16,8,31228,31108
15,50,16,41,31225,31232
15,50,16,4,31203,31118
15,50,16,1,31217,31232
15,50,15,58,31240,31258
15,50,15,55,32012,32035
15,50,16,41,31225,31232
15,50,16,3,31277,31274
15,50,15,53,31017,31016
15,50,16,4,31603,31502
15,50,15,59,31212,31225
15,50,15,54,31286,31202
15,50,16,0,31213,31202
15,50,15,53,31257,31255
15,50,15,55,31216,31233
15,49,16,1,31101,31214
